JANUARY 2020 MONTHLY RIDERSHIP REPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SU,17,Phx,174,0,117,655,"1,255",139,134,61,20,"2,474","12,369","1,337.5","6,687.5",1.8," 2,447 ",1.1%,,,,,,,,,,,,,,,,,,,,,,
SU,17,Sct,12,0,6,39,53,7,8,5,1,125,622,168.7,843.5,0.7, 162 ,-22.8%,,,,,,,,,,,,,,,,,,,,,,
SU,17,Tol,11,0,5,24,40,4,8,4,0,92,460,73.3,366.5,1.3, *November 2020 ,*November 2020,,,,,,,,,,,,,,,,,,,,,,
SU,19,Phx,131,0,118,837,"1,568",160,100,84,22,"2,914","14,572","1,941.4","9,707.0",1.5," 2,893 ",0.7%,,,,,,,,,,,,,,,,,,,,,,
SU,27,Phx,96,0,83,493,841,98,58,33,8,"1,669","8,347","1,702.6","8,512.8",1.0," 1,855 ",-10.0%,,,,,,,,,,,,,,,,,,,,,,
SU,28,Phx,7,0,3,24,49,7,3,4,0,93,474,495.5,"2,477.5",0.2, 69 ,34.8%,,,,,,,,,,,,,,,,,,,,,,
SU,29,Phx,146,0,118,655,"1,380",157,103,62,19,"2,559","12,797","1,320.2","6,601.0",1.9," 2,841 ",-9.9%,,,,,,,,,,,,,,,,,,,,,,
SU,29,Sct,14,0,9,41,58,6,3,6,1,131,660,223.9,"1,119.5",0.6, 206 ,-36%,,,,,,,,,,,,,,,,,,,,,,
SU,30,Phx†,6,0,1,16,42,6,3,2,0,74,372,201.3,"1,006.5",0.4, 47 ,57.4%,,,,,,,,,,,,,,,,,,,,,,
SU,30,Tem,8,0,4,29,49,7,7,2,0,104,517,170.2,851.0,0.6, 89 ,16.9%,,,,,,,,,,,,,,,,,,,,,,
SU,32,Phx,30,0,23,233,396,43,36,18,5,761,"3,804",970.7,"4,853.5",0.8, 718 ,6.0%,,,,,,,,,,,,,,,,,,,,,,
SU,32,Tem,3,0,2,11,21,3,3,1,0,43,214,66.5,332.5,0.6, 83 ,-48.2%,,,,,,,,,,,,,,,,,,,,,,
SU,35,Phx,155,0,118,610,"1,156",93,86,81,21,"2,218","11,088","2,087.3","10,436.5",1.1," 2,422 ",-8.4%,,,,,,,,,,,,,,,,,,,,,,
SU,39,Phx,10,0,3,38,36,12,6,5,0,105,520,540.6,"2,703.0",0.2, 102 ,2.9%,,,,,,,,,,,,,,,,,,,,,,
SU,40,Mes,48,0,47,183,458,31,33,52,13,800,"4,001",881.3,"4,406.5",0.9, 952 ,-16.0%,,,,,,,,,,,,,,,,,,,,,,
SU,40,Tem†,0,0,0,2,9,1,1,2,0,13,65,30.7,153.5,0.4, 43 ,-69.8%,,,,,,,,,,,,,,,,,,,,,,
SU,41,Avo,11,0,6,33,62,8,10,6,1,130,649,39.1,195.5,3.3, *November 2020 ,*November 2020,,,,,,,,,,,,,,,,,,,,,,
SU,41,Phx,143,0,84,563,"1,136",109,117,55,15,"2,152","10,758","1,434.4","7,172.0",1.5," 2,388 ",-9.9%,,,,,,,,,,,,,,,,,,,,,,
SU,41,Sct,8,0,5,29,41,4,7,4,0,94,470,180.9,904.5,0.5, 117 ,-19.7%,,,,,,,,,,,,,,,,,,,,,,
SU,43,Gln,16,0,13,70,135,17,12,9,2,263,"1,316",185.3,926.5,1.4, *November 2020 ,*November 2020,,,,,,,,,,,,,,,,,,,,,,
SU,43,Phx,52,0,39,239,413,42,37,35,8,822,"4,110",937.1,"4,685.5",0.9," 1,065 ",-22.8%,,,,,,,,,,,,,,,,,,,,,,
SU,44,PaVa†,3,0,1,19,7,10,1,2,0,41,204,252.5,"1,262.5",0.2, 23 ,78.3%,,,,,,,,,,,,,,,,,,,,,,
SU,44,Phx,46,0,29,402,485,92,34,24,7,"1,088","5,439","1,126.6","5,633.0",1.0," 1,130 ",-3.7%,,,,,,,,,,,,,,,,,,,,,,
SU,45,Phx,18,0,13,82,259,18,22,18,5,412,"2,060",517.6,"2,588.0",0.8, 479 ,-14.0%,,,,,,,,,,,,,,,,,,,,,,
SU,45,Tem,13,0,11,67,171,17,12,11,2,291,"1,454",336.0,"1,680.0",0.9, 298 ,-2.3%,,,,,,,,,,,,,,,,,,,,,,
SU,48,Phx,1,0,1,3,13,1,3,0,0,22,104,71.9,359.5,0.3, *November 2020 ,*November 2020,,,,,,,,,,,,,,,,,,,,,,
SU,48,Tem,11,0,9,79,109,9,20,5,2,237,"1,183",624.6,"3,123.0",0.4, 223 ,6.3%,,,,,,,,,,,,,,,,,,,,,,
SU,50,Gln,6,0,5,26,51,5,3,3,1,96,483,263.3,"1,316.7",0.4, *November 2020 ,*November 2020,,,,,,,,,,,,,,,,,,,,,,
SU,50,Phx,106,0,80,576,"1,123",114,54,56,18,"2,053","10,273","1,236.3","6,181.5",1.7," 1,955 ",5.0%,,,,,,,,,,,,,,,,,,,,,,
SU,50,Sct,10,0,4,43,39,6,2,2,0,104,524,77.5,387.5,1.3, 113 ,-8.0%,,,,,,,,,,,,,,,,,,,,,,
SU,51,Gln,21,0,16,86,143,26,17,9,2,309,"1,542",487.3,"2,436.5",0.6, 320 ,-3.4%,,,,,,,,,,,,,,,,,,,,,,
SU,51,GRIC,10,0,9,26,94,7,5,3,2,151,752,261.5,"1,307.5",0.6, 148 ,2.0%,,,,,,,,,,,,,,,,,,,,,,
SU,51,Phx,50,0,34,213,421,51,48,17,6,817,"4,087",849.2,"4,246.0",1.0, 840 ,-2.7%,,,,,,,,,,,,,,,,,,,,,,
SU,52,Phx†,16,0,15,47,150,10,11,9,2,249,"1,245",620.8,"3,104.0",0.4, 162 ,53.7%,,,,,,,,,,,,,,,,,,,,,,
SU,56,Chn,0,0,0,5,3,0,0,1,0,8,47,36.2,181.2,0.2, 8 ,0.0%,,,,,,,,,,,,,,,,,,,,,,
SU,56,Gua,2,0,3,8,30,1,3,1,0,47,233,77.5,387.5,0.6, 52 ,-9.6%,,,,,,,,,,,,,,,,,,,,,,
SU,56,Phx,4,0,3,31,38,5,2,6,0,83,419,149.6,748.0,0.6, 74 ,12.2%,,,,,,,,,,,,,,,,,,,,,,
SU,56,Tem,16,0,17,152,309,20,18,19,3,532,"2,665",528.9,"2,644.5",1.0, 662 ,-19.6%,,,,,,,,,,,,,,,,,,,,,,
SU,59,Gln,32,0,22,115,217,25,13,8,5,424,"2,129",358.3,"1,791.5",1.2, 391 ,8.4%,,,,,,,,,,,,,,,,,,,,,,
SU,59,Phx,20,0,12,62,135,11,9,4,2,249,"1,243",368.2,"1,841.0",0.7, 271 ,-8.1%,,,,,,,,,,,,,,,,,,,,,,
SU,60,Gln,24,0,21,80,176,15,16,10,1,332,"1,655",150.5,752.5,2.2, 314 ,5.7%,,,,,,,,,,,,,,,,,,,,,,
SU,60,Phx,42,0,40,264,514,46,36,18,9,942,"4,712",652.1,"3,260.5",1.4, 841 ,12.0%,,,,,,,,,,,,,,,,,,,,,,
SU,61,Mes,56,0,44,205,410,34,30,34,7,779,"3,890",820.6,"4,103.0",0.9, 864 ,-9.8%,,,,,,,,,,,,,,,,,,,,,,
SU,61,Phx,47,0,43,150,376,29,38,24,8,683,"3,420",749.0,"3,745.0",0.9, 763 ,-10.5%,,,,,,,,,,,,,,,,,,,,,,
SU,61,Tem,27,0,18,104,247,28,17,16,3,441,"2,210",383.5,"1,917.5",1.1, 546 ,-19.2%,,,,,,,,,,,,,,,,,,,,,,
SU,62,Tem,24,0,12,107,176,22,10,8,4,351,"1,755",871.8,"4,359.0",0.4, 314 ,11.8%,,,,,,,,,,,,,,,,,,,,,,
SU,65,Tem,15,0,6,78,165,25,14,11,5,303,"1,514",310.7,"1,553.5",1.0, 258 ,17.4%,,,,,,,,,,,,,,,,,,,,,,
SU,66,Chn,2,0,2,9,18,2,1,2,0,34,171,81.6,408.0,0.4, 41 ,-17.1%,,,,,,,,,,,,,,,,,,,,,,
SU,66,GRIC,3,0,1,15,47,4,3,2,1,73,366,8.1,40.5,9.0, 78 ,-6.4%,,,,,,,,,,,,,,,,,,,,,,
SU,66,Tem,10,0,5,71,165,16,11,9,5,278,"1,387",273.1,"1,365.4",1.0, 246 ,13.0%,,,,,,,,,,,,,,,,,,,,,,
SU,67,Gln,17,0,11,55,101,11,8,8,1,203,"1,014",240.9,"1,204.5",0.8, 260 ,-21.9%,,,,,,,,,,,,,,,,,,,,,,
SU,67,Peo,4,0,6,9,21,1,2,3,0,43,218,45.3,226.4,0.9, *November 2020 ,*November 2020,,,,,,,,,,,,,,,,,,,,,,
SU,67,Phx,21,0,21,88,170,17,13,11,1,330,"1,650",463.8,"2,318.9",0.7, 503 ,-34.4%,,,,,,,,,,,,,,,,,,,,,,
SU,70,Gln,29,0,30,116,207,18,20,13,2,420,"2,098",365.7,"1,828.7",1.1, 515 ,-18.4%,,,,,,,,,,,,,,,,,,,,,,
SU,70,Phx,63,0,65,441,844,113,67,43,16,"1,593","7,965","1,397.4","6,987.0",1.1," 2,141 ",-25.6%,,,,,,,,,,,,,,,,,,,,,,
SU,72,Chn,8,0,7,42,61,9,5,5,0,132,664,209.7,"1,048.4",0.6, 122 ,8.2%,,,,,,,,,,,,,,,,,,,,,,
SU,72,PaVa,0,0,1,7,12,1,0,1,0,21,108,179.3,896.6,0.1, *November 2020 ,*November 2020,,,,,,,,,,,,,,,,,,,,,,
SU,72,Phx,14,0,3,66,53,7,6,2,1,149,746,86.4,432.0,1.7, *November 2020 ,*November 2020,,,,,,,,,,,,,,,,,,,,,,
SU,72,Sct,61,0,17,199,251,37,25,11,1,590,"2,948",771.5,"3,857.5",0.8, 701 ,-15.8%,,,,,,,,,,,,,,,,,,,,,,
SU,72,Tem,51,0,30,257,456,46,32,28,6,872,"4,365",738.8,"3,694.0",1.2, 798 ,9.3%,,,,,,,,,,,,,,,,,,,,,,
SU,75,Phx,14,0,12,58,107,9,14,7,1,214,"1,067",544.1,"2,720.7",0.4, 314 ,-31.8%,,,,,,,,,,,,,,,,,,,,,,
SU,77,Mes,1,0,1,6,12,1,2,1,0,23,114,86.1,430.5,0.3, *November 2020 ,*November 2020,,,,,,,,,,,,,,,,,,,,,,
SU,77,Phx,57,0,50,158,451,60,87,16,7,863,"4,312","1,045.3","5,226.5",0.8, 755 ,14.3%,,,,,,,,,,,,,,,,,,,,,,
SU,77,Tem,23,0,18,78,201,26,43,9,3,389,"1,942",343.7,"1,718.5",1.1, 347 ,12.1%,,,,,,,,,,,,,,,,,,,,,,
SU,80,Gln,6,0,7,38,72,8,4,5,1,135,673,65.4,327.0,2.1, 147 ,-8.2%,,,,,,,,,,,,,,,,,,,,,,
SU,80,PaVa,0,0,0,6,6,1,0,0,0,13,70,950.3,"4,751.4",0.0, 15 ,-13.3%,,,,,,,,,,,,,,,,,,,,,,
SU,80,Phx,29,0,34,206,354,43,20,27,9,686,"3,432",27.3,136.5,25.1, 696 ,-1.4%,,,,,,,,,,,,,,,,,,,,,,
SU,80,Sct,7,0,2,50,58,7,3,9,2,127,638,203.6,"1,017.8",0.6, 156 ,-18.6%,,,,,,,,,,,,,,,,,,,,,,
SU,81,SRPIC,0,0,0,0,1,0,1,0,0,2,16,58.9,294.7,0.0, *November 2020 ,*November 2020,,,,,,,,,,,,,,,,,,,,,,
SU,81,Sct,21,0,12,81,105,9,5,14,2,233,"1,164",665.2,"3,326.0",0.4, 314 ,-25.8%,,,,,,,,,,,,,,,,,,,,,,
SU,81,Tem,33,0,24,188,304,36,14,24,3,599,"2,989",654.1,"3,270.6",0.9, 682 ,-12.2%,,,,,,,,,,,,,,,,,,,,,,
SU,83,Gln,9,0,12,43,76,8,6,6,2,154,765,133.5,667.5,1.2, 112 ,37.5%,,,,,,,,,,,,,,,,,,,,,,
SU,83,Peo,7,0,6,26,41,4,5,4,2,89,441,207.3,"1,036.5",0.4, 107 ,-16.8%,,,,,,,,,,,,,,,,,,,,,,
SU,83,Phx,20,0,17,84,146,14,13,11,1,294,"1,474",386.1,"1,930.5",0.8, 255 ,15.3%,,,,,,,,,,,,,,,,,,,,,,
SU,90,Gln,7,0,9,35,69,10,6,3,0,136,681,96.2,481.0,1.4, 148 ,-8.1%,,,,,,,,,,,,,,,,,,,,,,
SU,90,Phx,68,0,58,384,579,51,52,28,7,"1,192","5,969","1,168.6","5,843.0",1.0," 1,306 ",-8.7%,,,,,,,,,,,,,,,,,,,,,,
SU,96,Mes,20,0,22,151,314,30,27,16,4,564,"2,820",335.1,"1,675.5",1.7, 547 ,3.1%,,,,,,,,,,,,,,,,,,,,,,
SU,104,Mes,5,0,5,48,86,4,8,3,0,156,781,260.1,"1,300.6",0.6, *November 2020 ,*November 2020,,,,,,,,,,,,,,,,,,,,,,
SU,106,Gln,6,0,4,24,44,2,5,3,0,85,422,83.1,415.4,1.0, 94 ,-9.6%,,,,,,,,,,,,,,,,,,,,,,
SU,106,Phx,48,0,30,239,354,35,35,20,7,741,"3,706",613.2,"3,066.0",1.2, 678 ,9.3%,,,,,,,,,,,,,,,,,,,,,,
SU,108,Chn,1,0,0,11,22,2,1,2,0,37,191,108.1,540.5,0.3, 55 ,-32.7%,,,,,,,,,,,,,,,,,,,,,,
SU,108,Gil,5,0,1,12,28,1,3,2,0,50,252,263.8,"1,319.0",0.2, 49 ,2.0%,,,,,,,,,,,,,,,,,,,,,,
SU,108,Mes,2,0,1,5,8,1,1,1,0,18,83,36.1,180.5,0.5, 23 ,-21.7%,,,,,,,,,,,,,,,,,,,,,,
SU,108,Phx,5,0,4,19,31,4,4,2,0,67,338,260.8,"1,304.0",0.3, 73 ,-8.2%,,,,,,,,,,,,,,,,,,,,,,
SU,108,Tem,4,0,2,25,50,6,3,5,0,90,452,190.4,952.0,0.5, 105 ,-14.3%,,,,,,,,,,,,,,,,,,,,,,
SU,112,Chn,21,0,21,76,188,12,11,17,1,329,"1,648",334.0,"1,670.0",1.0, 347 ,-5.2%,,,,,,,,,,,,,,,,,,,,,,
SU,112,Gil,1,0,0,9,18,2,1,1,0,31,158,41.2,206.0,0.8, 36 ,-13.9%,,,,,,,,,,,,,,,,,,,,,,
SU,112,Mes,28,0,31,230,486,33,21,32,4,829,"4,144",338.0,"1,690.0",2.5, 885 ,-6.3%,,,,,,,,,,,,,,,,,,,,,,
SU,122,Phx,13,0,15,144,244,22,18,13,4,456,"2,280",559.2,"2,796.0",0.8, 412 ,10.7%,,,,,,,,,,,,,,,,,,,,,,
SU,136,Mes,8,0,6,54,104,10,9,11,1,191,957,436.9,"2,184.5",0.4, *November 2020 ,*November 2020,,,,,,,,,,,,,,,,,,,,,,
SU,138,Gln,4,0,2,20,24,4,2,2,1,56,281,57.7,288.5,1.0, 62 ,-9.7%,,,,,,,,,,,,,,,,,,,,,,
SU,138,Peo,3,0,2,12,20,2,3,1,0,42,212,60.7,303.5,0.7, 58 ,-27.6%,,,,,,,,,,,,,,,,,,,,,,
SU,138,Phx,33,0,29,212,292,43,31,14,7,640,"3,197",101.0,505.0,6.3, 661 ,-3.2%,,,,,,,,,,,,,,,,,,,,,,
SU,138,Sun,2,0,1,6,11,2,2,2,0,24,120,"1,090.2","5,451.0",0.0, *November 2020 ,*November 2020,,,,,,,,,,,,,,,,,,,,,,
SU,154,Phx,73,0,33,207,322,29,19,13,1,683,"3,416","1,088.1","5,440.5",0.6, 624 ,9.5%,,,,,,,,,,,,,,,,,,,,,,
SU,154,Sct,1,0,0,9,7,1,1,0,0,19,94,55.6,278.0,0.3, 31 ,-38.7%,,,,,,,,,,,,,,,,,,,,,,
SU,156,Chn,28,0,22,73,157,12,8,16,2,300,"1,498",493.5,"2,467.5",0.6, 312 ,-3.8%,,,,,,,,,,,,,,,,,,,,,,
SU,156,Gil,6,0,3,12,20,1,1,4,0,43,212,460.9,"2,304.5",0.1, 43 ,0.0%,,,,,,,,,,,,,,,,,,,,,,
SU,156,Mes,2,0,1,2,6,0,1,0,0,12,57,28.9,144.5,0.4, 10 ,20.0%,,,,,,,,,,,,,,,,,,,,,,
SU,156,Phx,4,0,2,5,11,0,0,1,0,22,111,24.3,121.6,0.9, 31 ,-29.0%,,,,,,,,,,,,,,,,,,,,,,
SU,170,Gln,9,0,8,53,76,6,11,2,1,163,815,108.8,544.0,1.5, 172 ,-5.2%,,,,,,,,,,,,,,,,,,,,,,
SU,170,Phx,130,0,59,467,584,78,48,24,7,"1,366","6,829","1,057.7","5,288.5",1.3," 1,412 ",-3.3%,,,,,,,,,,,,,,,,,,,,,,
SU,170,Sct,12,0,4,45,38,6,5,4,0,110,552,181.8,909.0,0.6, 80 ,37.5%,,,,,,,,,,,,,,,,,,,,,,
SU,184,Gil†,1,0,1,3,3,0,1,1,0,9,45,69.8,349.0,0.1, 6 ,50.0%,,,,,,,,,,,,,,,,,,,,,,
SU,184,Mes,9,0,6,36,72,3,5,11,3,131,650,401.4,"2,007.0",0.3, 115 ,13.9%,,,,,,,,,,,,,,,,,,,,,,
SU,186,Gln†,5,0,2,16,21,4,2,4,0,50,248,147.4,737.0,0.3, 31 ,61.3%,,,,,,,,,,,,,,,,,,,,,,
SU,186,Phx,27,0,20,144,184,22,17,22, 1 ,414,"2,074","1,204.5","6,022.5",0.3, 417 ,-0.7%,,,,,,,,,,,,,,,,,,,,,,
SU,ALEX,Phx,0,0,0,0,0,0,72,2,1,72,359,260.0,"1,300.0",0.3, 57 ,26.3%,,,,,,,,,,,,,,,,,,,,,,
SU,68th St/Camelback RD,Sct,0,0,0,0,0,0,589,15,2,589,"2,356","1,022.2","4,088.8",0.6, 445 ,32.4%,,,,,,,,,,,,,,,,,,,,,,
SU,Downtown/Old Town Trolly,Sct,0,0,0,0,0,0,253,0,0,253,"1,013",134.7,538.8,1.9, 209 ,21.1%,,,,,,,,,,,,,,,,,,,,,,
SU,EARTH,Tem,0,0,0,0,0,0,375,15,1,375,"1,874",886.3,"4,431.5",0.4, 374 ,0.3%,,,,,,,,,,,,,,,,,,,,,,
SU,GUS,Gln,0,0,0,0,0,0,132,3,3,132,658,374.0,"1,496.0",0.4, 218 ,-39.4%,,,,,,,,,,,,,,,,,,,,,,
SU,JUPITER,Tem,0,0,0,0,0,0,452,12,2,452,"2,260",122.7,613.5,3.7, 472 ,-4.2%,,,,,,,,,,,,,,,,,,,,,,
SU,MARS,Tem,0,0,0,0,0,0,331,9,0,331,"1,657",985.0,"4,925.1",0.3, 346 ,-4.3%,,,,,,,,,,,,,,,,,,,,,,
SU,MARY,Phx,0,0,0,0,0,0,253,8,3,253,"1,265",289.1,"1,445.5",0.9, 239 ,5.9%,,,,,,,,,,,,,,,,,,,,,,
SU,MERCURY,Tem,0,0,0,0,0,0,359,5,1,359,"1,797",293.8,"1,469.0",1.2, 337 ,6.5%,,,,,,,,,,,,,,,,,,,,,,
SU,Miller/Hayden Trolley,Sct,0,0,0,0,0,0,373,16,2,373,"1,492",501.0,"2,004.0",0.7, 285 ,30.9%,,,,,,,,,,,,,,,,,,,,,,
SU,Mustang (MSTG),Sct,0,0,0,0,0,0,231,12,5,231,924,134.7,538.8,1.7, 183 ,26.2%,,,,,,,,,,,,,,,,,,,,,,
SU,SATURN,Tem,0,0,0,0,0,0,163,7,1,163,815,239.5,"1,197.5",0.7, 139 ,17.3%,,,,,,,,,,,,,,,,,,,,,,
SU,SMART,Phx,0,0,0,0,0,0,397,5,10,397,"1,986",484.7,"2,423.5",0.8, 276 ,43.8%,,,,,,,,,,,,,,,,,,,,,,
SU,VENUS,Tem,0,0,0,0,0,0,281,6,1,281,"1,407",263.3,"1,316.5",1.1, 283 ,-0.7%,,,,,,,,,,,,,,,,,,,,,,
SU,ZOOM,Avo,0,0,0,0,0,0,0,1,1,144,722,"1,041.5","5,207.5",0.1, *April 2020 , *Apr 2020 ,,,,,,,,,,,,,,,,,,,,,,
SU,ZOOM,Gdy,0,0,0,0,0,0,0,1,0,89,446,158.5,792.5,0.6, *April 2020 , *Apr 2020 ,,,,,,,,,,,,,,,,,,,,,,
SU,ZOOM,Tol,0,0,0,0,0,0,0,0,0,67,334,186.4,932.0,0.4, *April 2020 , *Apr 2020 ,,,,,,,,,,,,,,,,,,,,,,
SU,Valley Metro Rail,Mes,106,0,144,1854,2313,309,553,0,0,"5,279","26,395","1,435.1","7,175.5",3.7," 4,407 ",19.8%,,,,,,,,,,,,,,,,,,,,,,
SU,Valley Metro Rail,Phx,445,0,361,5974,7045,1616,1808,0,0,"17,249","86,242","4,120.3","20,601.5",4.2," 17,810 ",-3.1%,,,,,,,,,,,,,,,,,,,,,,
SU,Valley Metro Rail,Tem,187,0,156,1529,1888,975,554,0,0,"5,289","26,446","1,374.1","6,870.5",3.8," 5,332 ",-0.8%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,," 16,872 ", 100 ," 13,828 "," 111,203 "," 182,901 "," 30,502 "," 47,632 "," 7,775 "," 2,122 "," 404,599 "," 5,318,767 "," 286,571.7 "," 3,407,533.7 ",1.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
†The recent conversion of ridership tracking hardware has created significant error in ridership attribution for certain routes. Jurisdictional attribution may not be reliable for marked routes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
